UPA,t1,t2,cultivo_estandar,t3,t4,t5,t6,t7,t8,t8_a,t9,t10,t10_a,t11,t12,t12_a,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t22_a,t23,t24,consideracion_produccion_mala,t25,t25_a,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,libras_cosechada,libras_vendida,sum_otros_destinos,condic_cultivo,categori_condicion_por_cultivo,superficie_total,num_cultivo,tipo_cultivo,cultivo_standar_copia
525,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.1,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.1,1101,Campo abierto,Maiz
527,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Certificada,No,0.25,Hectareas,1-Apr-14,0.25,Hectareas,1-Aug-14,, ,No,,,, ,No,,No, ,3,Quintal,CHOCLO,regular,0,0, ,100, ,,1,,,,2, , ,300,0,3,Solo,Barbecho,0,1102,Campo abierto,Maiz
528,1,YUCA,Yuca,Yuca,Asociado,,Comun,No,0.25,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,asociado con permanente,0,1103,Campo abierto,Yuca
528,1,YUCA,Yuca,Yuca,Asociado,,Comun,No,0.25,Hectareas,1-Aug-13,0.25,Hectareas,1-Aug-14,, ,No,,,, ,No,,No, ,6,Quintal,RAIZ FRESCA,buena,0,5,Quintal,100,RAIZ FRESCA,200,1,,,,,consumidor final,Santa Cruz,600,500,1,Asociado,asociado con permanente,0,1103,Campo abierto,Yuca
532,1,YUCA,Yuca,Yuca,Asociado,,Comun,No,2,Hectareas,1-Jun-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,2,1104,Campo abierto,Yuca
532,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Asociado,,Comun,No,2,Hectareas,1-Jun-14,2,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,40,Quintal,CHOCLO,mala,precio bajo,20,Quintal,100,CHOCLO,500,20,,,,,consumidor final,Santa Cruz,4000,2000,20,Asociado,Asociado con transitorio,0,1104,Campo abierto,Maiz
533,1,PIMIENTO,Pimiento,Pimiento,Asociado,,Mejorada,Si,1,Hectareas,1-May-14,1,Hectareas,1-Aug-14,, ,No,,,, ,No,,No, ,130,Unidad,FRUTA FRESCA,mala,plagas,0, ,0.2, ,,90,,,,40, , ,26,0,130,Asociado,Barbecho,0,1105,Campo abierto,Pimiento
533,1,RABANO,Rabano,Rabano,Asociado,,Mejorada,No,1,Hectareas,1-May-14,1,Hectareas,1-Aug-14,, ,No,,,, ,No,,No, ,300,Unidad,RAIZ FRESCA,mala,plagas,0, ,0.1, ,,300,,,,, , ,30,0,300,Asociado,Barbecho,0,1105,Campo abierto,Rabano
533,1,TOMATE RINON,Tomate rinon,Tomate rinon,Asociado,,Mejorada,Si,1,Hectareas,1-May-14,1,Hectareas,1-Aug-14,, ,No,,,, ,No,,No, ,21,Libra,FRUTA FRESCA,mala,plagas,0, ,1, ,,21,,,,, , ,21,0,21,Asociado,Barbecho,0,1105,Campo abierto,Tomate rinon
533,1,YUCA,Yuca,Yuca,Solo,,Comun,No,1,Hectareas,1-Nov-13,1,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,20,Libra,RAIZ FRESCA,mala,plagas,0, ,1, ,,10,10,,,, , ,20,0,20,Solo,Barbecho,0,1105,Campo abierto,Yuca
535,1,HUERTO HORTICOLA,Huerto horticola,Huerto horticola,Solo,,Certificada,No,0.01,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,No aplica a huerto horticula,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.01,1106,Campo abierto,Huerto horticola
535,1,HUERTO HORTICOLA,Huerto horticola,Huerto horticola,Solo,,Certificada,No,0.01,Hectareas,1-Dec-14,0,Hectareas,,otra cual?,No aplica a huerto horticula,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0,1107,Campo abierto,Huerto horticola
536,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.06,Hectareas,1-Aug-13,0.06,Hectareas,1-Aug-14,, ,No,,,, ,No,,No, ,6,Saco,RAIZ FRESCA,buena,0,0, ,80, ,,3,,,,3, , ,480,0,6,Solo,Barbecho,0,1108,Campo abierto,Yuca
542,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.025,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.025,1109,Campo abierto,Yuca
543,3,YUCA,Yuca,Yuca,Solo,,Comun,No,0.7,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.7,1110,Campo abierto,Yuca
543,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.7,Hectareas,1-Oct-13,0.7,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,2,Quintal,RAIZ FRESCA,regular,0,0, ,100, ,,2,,,,, , ,200,0,2,Solo,Cultivo sucesivo,0,1111,Campo abierto,Yuca
544,1,YUCA,Yuca,Yuca,Solo,,Mejorada,No,0.15,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.15,1112,Campo abierto,Yuca
544,1,YUCA,Yuca,Yuca,Solo,,Mejorada,No,0.15,Hectareas,1-Sep-13,0.15,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,750,Libra,RAIZ FRESCA,buena,0,300,libra,1,RAIZ FRESCA,150,150,,,,300,consumidor final,Santa Cruz,750,300,450,Solo,Cultivo sucesivo,0,1113,Campo abierto,Yuca
546,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.25,Hectareas,1-Oct-13,0,Hectareas,,plagas, ,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.25,1114,Campo abierto,Yuca
548,2,YUCA,Yuca,Yuca,Solo,,Comun,No,0.05,Hectareas,1-May-13,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.05,1115,Campo abierto,Yuca
556,1,YUCA,Yuca,Yuca,Asociado,,Comun,No,0.24,Hectareas,1-Aug-13,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0.24,1116,Campo abierto,Yuca
556,1,HUERTO HORTICOLA,Huerto horticola,Huerto horticola,Solo,,Comun,No,0.01,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,No aplica a huerto horticula,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.01,1117,Campo abierto,Huerto horticola
556,1,CAMOTE,Camote,Camote,Asociado,,No Sabe,No,0.24,Hectareas,1-Dec-13,0.24,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,480,Libra,RAIZ FRESCA,buena,0,0, ,1, ,,288,,,96,96, , ,480,0,480,Asociado,Asociado con transitorio,0,1118,Campo abierto,Camote
557,1,MAIZ SUAVE CHOCLO,Maiz,Maiz suave choclo,Asociado,,Mejorada,Si,0.35,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Compost,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0.35,1119,Campo abierto,Maiz
557,1,BROCOLI,Brocoli,Brocoli,Solo,,Mejorada,Si,0.01,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Compost,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.01,1120,Campo abierto,Brocoli
557,1,COL,Col,Col,Solo,,Mejorada,Si,0.01,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Compost,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.01,1121,Campo abierto,Col
557,1,LECHUGA,Lechuga,Lechuga,Solo,,Mejorada,Si,0.01,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Compost,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.01,1122,Campo abierto,Lechuga
557,1,NABO,Nabo,Nabo,Solo,,Mejorada,Si,0.01,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Compost,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.01,1123,Campo abierto,Nabo
557,1,HIERVITA,Hiervita,Cilantro,Solo,,Mejorada,Si,0.01,Hectareas,1-Nov-13,0.01,Hectareas,1-Feb-14,, ,Si,Si,Compost,No, ,No,,No, ,12,Caneca/gaveta,HOJA FRESCA,buena,0,11,caneca/gaveta,30,HOJA FRESCA,550,1,,,,,comerciante,Santa Cruz,360,330,1,Solo,solo,0.01,1124,Campo abierto,Hiervita
557,1,RABANO,Rabano,Rabano,Solo,,Mejorada,Si,0.01,Hectareas,1-Jun-13,0.01,Hectareas,1-Oct-13,, ,Si,Si,Compost,No, ,No,,No, ,12,Caneca/gaveta,RAIZ FRESCA,buena,0,11,caneca/gaveta,50,RAIZ FRESCA,550,1,,,,,comerciante,Santa Cruz,600,550,1,Solo,solo,0.01,1125,Campo abierto,Rabano
557,1,YUCA,Yuca,Yuca,Asociado,,Mejorada,Si,0.35,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Compost,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,1126,Campo abierto,Yuca
558,1,MAIZ SUAVE CHOCLO,Maiz,Maiz suave choclo,Solo,,Certificada,No,0.5,Hectareas,1-Jul-13,0.5,Hectareas,1-Nov-13,, ,No,,,, ,No,,No, ,100,Saco,CHOCLO,buena,0,98,Saco,80,CHOCLO,2450,2,,,,,consumidor final,Santa Cruz,8000,7840,2,Solo,Barbecho,0,1127,Campo abierto,Maiz
558,1,MAIZ DURO SECO,Maiz,Maiz duro seco,Solo,,Certificada,No,0.5,Hectareas,1-Jul-13,0.5,Hectareas,1-Jan-14,, ,No,,,, ,No,,No, ,33,Quintal,GRANO SECO,buena,0,0, ,100, ,,26,,4,,3, , ,3300,0,33,Solo,Barbecho,0,1128,Campo abierto,Maiz
559,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.125,Hectareas,1-Feb-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.125,1129,Campo abierto,Yuca
559,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.125,Hectareas,1-Feb-13,0.125,Hectareas,1-Feb-14,, ,No,,,, ,No,,No, ,10,Caneca/gaveta,RAIZ FRESCA,mala,se pasmo la cosecha,9,caneca/gaveta,80,RAIZ FRESCA,360,1,,,,,consumidor final,Santa Cruz,800,720,1,Solo,Cultivo sucesivo,0,1130,Campo abierto,Yuca
560,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.195,Hectareas,1-Jun-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.195,1131,Campo abierto,Maiz
560,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,Si,0.015,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Gravedad,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo rotativo,0.015,1132,Campo abierto,Maiz
560,1,YUCA,Yuca,Yuca,Solo,,Comun,Si,0.012,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo rotativo,0.012,1133,Campo abierto,Yuca
560,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,No,0.006,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Gravedad,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.006,1134,Campo abierto,Frejol
560,1,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Solo,,Comun,Si,0.005,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Gravedad,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.005,1135,Campo abierto,Cebolla Blanca
560,1,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Solo,,Comun,Si,0.005,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Gravedad,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.005,1136,Campo abierto,Cebolla Blanca
560,1,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Solo,,Comun,Si,0.005,Hectareas,1-Apr-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Gravedad,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.005,1137,Campo abierto,Cebolla Blanca
560,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,Si,0.003,Hectareas,1-Jan-14,0,Hectareas,,plagas, ,No,,,, ,No,,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.003,1138,Campo abierto,Frejol
560,1,HIERVITA,Hiervita,Cilantro,Solo,,Certificada,Si,0.003,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Gravedad,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.003,1139,Campo abierto,Hiervita
560,1,RABANO,Rabano,Rabano,Solo,,Certificada,Si,0.0002,Hectareas,1-Aug-14,0.0002,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,4,Libra,RAIZ FRESCA,regular,0,0, ,1, ,,4,,,,, , ,4,0,4,Solo,Cultivo rotativo,0,1140,Campo abierto,Rabano
560,1,RABANO,Rabano,Rabano,Solo,,Certificada,Si,0.0002,Hectareas,1-Aug-14,0.0002,Hectareas,1-Jul-14,, ,No,,,, ,Si,Gravedad,No, ,4,Libra,RAIZ FRESCA,regular,0,0, ,1, ,,4,,,,, , ,4,0,4,Solo,Cultivo rotativo,0,1141,Campo abierto,Rabano
560,1,PAPA NABO,Papa Nabo,Papa nabo,Solo,,Certificada,Si,0.0004,Hectareas,1-Jun-14,0.0004,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,50,Unidad,RAIZ FRESCA,regular,0,0, ,0.25, ,,50,,,,, , ,12.5,0,50,Solo,Cultivo rotativo,0,1142,Campo abierto,Papa Nabo
560,1,ACELGA,Acelga,Acelga,Solo,,Certificada,Si,0.001,Hectareas,1-Aug-13,0.001,Hectareas,1-Nov-13,, ,No,,,, ,Si,Gravedad,Si,Verde,60,Otro especifique,HOJA FRESCA,buena,0,30,otros especifique,0.5,HOJA FRESCA,30,30,,,,,consumidor final,Santa Cruz,30,15,30,Solo,Cultivo rotativo,0,1143,Campo abierto,Acelga
560,1,NABO,Nabo,Nabo,Solo,,Certificada,Si,0.001,Hectareas,1-Jun-14,0.001,Hectareas,1-Aug-14,, ,No,,,, ,No,,Si,Verde,50,Otro especifique,HOJA FRESCA,buena,0,25,otros especifique,1.5,HOJA FRESCA,25,25,,,,,consumidor final,Santa Cruz,75,37.5,25,Solo,Cultivo rotativo,0,1144,Campo abierto,Nabo
560,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,Si,0.003,Hectareas,1-May-14,0.003,Hectareas,1-Sep-14,, ,No,,,, ,No,,Si,Verde,1,Quintal,CHOCLO,buena,0,0, ,100, ,,1,,,,, , ,100,0,1,Solo,Cultivo rotativo,0,1145,Campo abierto,Maiz
560,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,No,0.005,Hectareas,1-Jan-14,0.005,Hectareas,1-May-14,, ,No,,,, ,Si,Gravedad,Si,Verde,10,Libra,GRANO TIERNO,regular,0,4,libra,1,GRANO TIERNO,8,5,,1,,,consumidor final,Santa Cruz,10,4,6,Solo,Cultivo rotativo,0,1146,Campo abierto,Frejol
560,1,PAPA,Papa,Papa,Solo,,Comun,Si,0.005,Hectareas,1-Oct-13,0.005,Hectareas,1-Mar-14,, ,No,,,, ,No,,No, ,8,Quintal,TUBERCULO FRESCO,buena,0,5,Quintal,100,TUBERCULO FRESCO,200,2,,1,,,consumidor final,Santa Cruz,800,500,3,Solo,Cultivo rotativo,0,1147,Campo abierto,Papa
560,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,No,0.008,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Gravedad,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0,1148,Campo abierto,Frejol
560,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,No,0.008,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Gravedad,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0,1149,Campo abierto,Frejol
560,1,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Solo,,Comun,Si,0.012,Hectareas,1-Jan-14,0.012,Hectareas,1-Aug-14,, ,No,,,, ,Si,Gravedad,Si,Verde,110,Otro especifique,TALLO FRESCO,buena,0,80,otros especifique,2,TALLO FRESCO,80,15,,15,,,consumidor final,Santa Cruz,220,160,30,Solo,Cultivo rotativo,0,1150,Campo abierto,Cebolla Blanca
560,1,BROCOLI,Brocoli,Brocoli,Asociado,,Certificada,Si,0.015,Hectareas,1-Jun-14,0.0075,Hectareas,1-Sep-14,otra cual?,semilla mala,No,,,, ,Si,Gravedad,No, ,10,Otro especifique,REPOLLO,mala,semilla mala,0, ,1.5, ,,10,,,,, , ,15,0,10,Asociado,Asociado con transitorio,0,1151,Campo abierto,Brocoli
560,1,COL,Col,Col,Asociado,,Certificada,Si,0.015,Hectareas,1-Jun-14,0.015,Hectareas,1-Sep-14,, ,No,,,, ,Si,Gravedad,No, ,55,Unidad,REPOLLO,regular,0,25,unidad,3,REPOLLO,50,30,,,,,consumidor final,Santa Cruz,165,75,30,Asociado,Asociado con transitorio,0,1151,Campo abierto,Col
560,1,COLIFLOR,Coliflor,Coliflor,Solo,,Certificada,Si,0.015,Hectareas,1-Jun-14,0.015,Hectareas,1-Sep-14,, ,No,,,, ,Si,Gravedad,Si,Verde,20,Unidad,REPOLLO,regular,0,0, ,0.5, ,,20,,,,, , ,10,0,20,Solo,Cultivo rotativo,0,1151,Campo abierto,Coliflor
560,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,Si,0.015,Hectareas,1-Jan-14,0.015,Hectareas,1-May-14,, ,No,,,, ,Si,Gravedad,Si,Verde,72,Libra,GRANO TIERNO,buena,0,30,libra,1,GRANO TIERNO,30,40,,2,,,consumidor final,Santa Cruz,72,30,42,Solo,Cultivo rotativo,0,1152,Campo abierto,Frejol
560,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.015,Hectareas,1-Mar-14,0.015,Hectareas,1-Jul-14,, ,No,,,, ,Si,Gravedad,Si,Verde,9,Saco,CHOCLO,buena,0,6,Saco,80,CHOCLO,150,2,,1,,,consumidor final,Santa Cruz,720,480,3,Solo,Cultivo sucesivo,0,1153,Campo abierto,Maiz
560,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.015,Hectareas,1-Dec-13,0.015,Hectareas,1-Jun-14,, ,No,,,, ,Si,Gravedad,Si,Verde,9,Saco,CHOCLO,buena,0,6,Saco,80,CHOCLO,150,2,,1,,,consumidor final,Santa Cruz,720,480,3,Solo,Cultivo sucesivo,0,1154,Campo abierto,Maiz
560,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.015,Hectareas,1-Oct-13,0.015,Hectareas,1-Feb-14,, ,No,,,, ,Si,Gravedad,Si,Verde,6,Saco,CHOCLO,buena,0,4,Saco,80,CHOCLO,100,1,,,1,,consumidor final,Santa Cruz,480,320,2,Solo,Cultivo sucesivo,0,1155,Campo abierto,Maiz
560,1,YUCA,Yuca,Yuca,Solo,,Comun,Si,0.03,Hectareas,1-Sep-13,0.015,Hectareas,1-Sep-14,plagas, ,No,,,, ,No,,No, ,9,Saco,RAIZ FRESCA,mala,plagas,6,Saco,130,RAIZ FRESCA,240,3,,,,,consumidor final,Santa Cruz,1170,780,3,Solo,Cultivo sucesivo,0,1156,Campo abierto,Yuca
560,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,No,0.06,Hectareas,1-Sep-13,0.0075,Hectareas,1-Dec-13,plagas, ,No,,,, ,No,,Si,Verde,20,Libra,GRANO TIERNO,mala,plagas,5,libra,1,GRANO TIERNO,5,15,,,,,consumidor final,Santa Cruz,20,5,15,Solo,Barbecho,0,1157,Campo abierto,Frejol
560,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.195,Hectareas,1-Jan-14,0.115,Hectareas,1-May-14,plagas, ,No,,,, ,No,,No, ,4,Saco,CHOCLO,regular,0,2,Saco,80,CHOCLO,50,2,,,,,consumidor final,Santa Cruz,320,160,2,Solo,Cultivo sucesivo,0,1158,Campo abierto,Maiz
561,1,CILANTRO,Cilantro,Cilantro,Asociado,,Comun,No,0.5,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0.5,1159,Campo abierto,Cilantro
561,1,COL,Col,Col,Asociado,,Comun,No,0.5,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,1159,Campo abierto,Col
561,1,PIMIENTO,Pimiento,Pimiento,Asociado,,Comun,No,0.5,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,1159,Campo abierto,Pimiento
562,1,HUERTO HORTICOLA,Huerto horticola,Huerto horticola,,Solo,Comun,No,0.01,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,No aplica a huerto horticula,Si,Si,Compost,No, ,Si,Goteo,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.01,1160,Invernadero,Huerto horticola
566,5,YUCA,Yuca,Yuca,Solo,,Comun,No,0.5,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.5,1161,Campo abierto,Yuca
566,4,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.25,Hectareas,1-Jun-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.25,1162,Campo abierto,Maiz
566,4,YUCA,Yuca,Yuca,Solo,,Comun,No,0.02,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.02,1163,Campo abierto,Yuca
566,5,YUCA,Yuca,Yuca,Solo,,Comun,No,0.5,Hectareas,1-May-13,0.5,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,200,Saco,RAIZ FRESCA,buena,0,100,Saco,100,RAIZ FRESCA,3000,100,,,,,comerciante,Santa Cruz,20000,10000,100,Solo,Cultivo sucesivo,0,1164,Campo abierto,Yuca
573,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.27,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.27,1165,Campo abierto,Maiz
573,1,SANDIA,Sandia,Sandia,Solo,,Certificada,No,0.02,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.02,1166,Campo abierto,Sandia
573,1,ALBAHACA,Albahaca,Cilantro,Solo,,Certificada,No,0.01,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.01,1167,Campo abierto,Albahaca
573,1,PEREJIL,Perejil,Perejil,Solo,,Certificada,No,0.01,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.01,1168,Campo abierto,Perejil
573,1,BROCOLI,Brocoli,Brocoli,Solo,,Certificada,No,0.0072,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.0072,1169,Campo abierto,Brocoli
573,1,PAPA NABO,Papa Nabo,Papa nabo,Solo,,Certificada,No,0.004,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.004,1170,Campo abierto,Papa Nabo
